"","Source","PublicationType","year","Author","Title","TitleScreening","TitleNote","Abstract","AbstractScreening","AbstractNote","PublicationTitle","ISBN","ISSN","PublicationDate","Volume","Issue","FirstPage","PageCount","Pages","AccessionNumber","DOI","Publisher","Subjects","Keywords","Url","SearchDuplicate","ID","IDDuplicate","CitationKey","Downloaded","empirical","Method","term","MeasureDefinition","Affect","Behavior","Cognition","Desire","Affect2","Behavior2","Cognition2","Desire2","AffectConflict","BehaviorConflict","CognitionConflict","DesireConflict","AffectFinal","BehaviorFinal","CognitionFinal","DesireFinal","Discuss","MissingABCD","NoteMissing","TypeComplexity","MeasurementLevels","lifeDomain","domainScale","domainPaper","MainAnalysis","VariableType","Sample","MigrationTime","IncludesMajority","Host Country 1","Host Country 2","Host Country 3","Host Country 4","HostCountry","Origin Country 1","Origin Country 2","Origin Country 3","Origin Country 4","Origin Country 5","Origin Country 6","OriginCountry","Comment"
"453","Search2021","journalArticle",2013,"Joseph, Nancy; Watson, Natalie N.; Wang, Zhenni; Case, Andrew D.; Hunter, Carla D.","Rules of engagement: Predictors of Black Caribbean immigrants’ engagement with African American culture.",1,NA,"The cultural context in the United States is racialized and influences Black Caribbean immigrants’ acculturation processes, but what role it plays in Black Caribbean immigrants’ acculturation into specific facets of American society (e.g., African American culture) has been understudied in the field of psychology. The present study extends research on Black Caribbean immigrants’ acculturative process by assessing how this group’s experience of the racial context (racial public regard, ethnic public regard, and cultural race-related stress) influences its engagement in African American culture (i.e., adoption of values and behavioral involvement). Data were collected from 93 Black participants of Caribbean descent, ranging in age from 13 to 45 and analyzed using a stepwise hierarchical regression. The findings highlighted that when Black Caribbean-descended participants perceived that the public held a favorable view of their racial group they were more likely to engage in African American culture. In contrast, when participants perceived that the public held a favorable view of their ethnic group (e.g., Haitian) they were less likely to engage in African American culture. Furthermore, among participants experiencing low levels of cultural race-related stress, the associations between racial public regard and engagement with African American culture were amplified. However, for participants experiencing high cultural race-related stress, their engagement in African American culture did not change as a function of racial public regard. These findings may suggest that, for Black Caribbean immigrants, the experience of the racial context influences strategies that serve to preserve or bolster their overall social status and psychological well-being in the United States. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",1,NA,"Cultural Diversity and Ethnic Minority Psychology",NA,"10999809","20131001","19","4","414",10,NA,"2013-27665-001","10.1037/a0032659","Educational Publishing Foundation","Acculturation; Cross Cultural Differences; Racial and Ethnic Differences; Racial and Ethnic Relations; Blacks; Society; Stress; Adolescence (13-17 yrs); Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2013-27665-001&site=ehost-live&scope=site",FALSE,"P-1102",NA,"Joseph2013","1",1,"quantitative","acculturation","adapted Soviet Acculturation Measure (SAM-II)",1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"N/A","engagement","regression (incl. PROCESS)","Dependent","general","post",0,NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,"Caribbeans",NA
"454","Search2021","journalArticle",2013,"Chen, Walter; Shiao, Wen-Been; Lin, Blossom Yen-Ju; Lin, Cheng-Chieh","Rural and urban married Asian immigrants in Taiwan: Determinants of their physical and mental health.",1,NA,"Different geographical areas with unique social cultures or societies might influence immigrant health. This study examines whether health inequities and different social factors exist regarding the health of rural and urban married Asian immigrants. A survey was conducted on 419 rural and 582 urban married Asian immigrants in Taiwan in 2009. Whereas the descriptive results indicate a worse mental health status between rural and urban married Asian immigrants, rural married immigrants were as mentally healthy as urban ones when considering different social variables. An analysis of regional stratification found different social-determinant patterns on rural and urban married immigrants. Whereas social support is key for rural immigrant physical and mental health, acculturation (i.e., language proficiency), socioeconomics (i.e., working status), and family structure (the number of family members and children living in the family) are key to the mental health of urban married immigrants in addition to social support. This study verifies the key roles of social determinants on the subjective health of married Asian immigrants. Area-differential patterns on immigrant health might act as a reference for national authorities to (re)focus their attention toward more area-specific approaches for married Asian immigrants. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Journal of Immigrant and Minority Health",NA,"15571912","20131201","15","6","1038",10,NA,"2013-39701-005","10.1007/s10903-012-9750-z","Springer","Asians; Health Behavior; Immigration; Mental Health; Health Disparities; Acculturation; Family Structure; Marriage; Rural Environments; Social Support; Socioeconomic Status; Urban Environments; Adulthood (18 yrs & older); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2013-39701-005&site=ehost-live&scope=site",FALSE,"P-1103",NA,"Chen2013","1",1,"quantitative","acculturation","language use [own]",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,"N/A","categorical",NA,"N/A","physical and mental health","regression (incl. PROCESS)","Predictor","non-married","post",0,NA,NA,NA,NA,"Taiwan",NA,NA,NA,NA,NA,NA,"Asia",NA
"455","Search2021","journalArticle",2019,"Guerra, Rita; Rodrigues, Ricardo Borges; Aguiar, Cecília; Carmona, Margarida; Alexandre, Joana; Lopes, Rui Costa","School achievement and well-being of immigrant children: The role of acculturation orientations and perceived discrimination.",1,NA,"This survey study examined the role of perceived discrimination and acculturation orientations on immigrant children's achievement and well-being in the school context. Immigrant (n = 229), immigrant descendant (n = 196), and native Portuguese children (n = 168) from 4th to 6th grade participated in the study. Results showed the expected gap: immigrant and immigrant descendant children revealed lower school achievement than their native peers; but only immigrant, and not immigrant descendant children, reported lower levels of well-being and peer acceptance. Perceived discrimination was negatively related to school achievement, via an increased desire for culture maintenance, only among immigrant children. The indirect effects of perceived discrimination on well-being and peer acceptance were not significant. However, perceived discrimination was strongly related to lower well-being and acceptance, independently of the target group, suggesting that its negative association with well-being in the school context might encompass a more general process affecting both immigrant and immigrant descendant children. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",1,NA,"Journal of School Psychology",NA,"00224405","20190801","75",NA,"104",15,NA,"2019-42586-001","10.1016/j.jsp.2019.07.004","Elsevier Science","Academic Achievement; Acculturation; Discrimination; Immigration; Well Being; Student Attitudes; Student Characteristics; Childhood (birth-12 yrs); School Age (6-12 yrs); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2019-42586-001&site=ehost-live&scope=site",FALSE,"P-1104",NA,"Guerra2019","1",1,"quantitative","acculturation","Attitudes towards minority culture maintenance and inter-ethnic contact scale",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,"N/A","continuous (incl. scale)",NA,"N/A","well-being","regression (incl. PROCESS)","Predictor","youth","post",1,NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"any",NA
"456","Search2021","journalArticle",2014,"Fitzgerald, Rory; Winstone, Lizzy; Prestage, Yvette","Searching for evidence of acculturation: Attitudes toward homosexuality among migrants moving from Eastern to Western Europe.",1,NA,"Attitudes toward gay men and lesbians are generally more tolerant in Western than in Eastern Europe. This study uses data from the first five rounds of the European Social Survey to examine acculturation among migrants moving from Eastern Europe to Western Europe, in terms of attitudes toward gay men and lesbians. After controlling for background factors associated with attitudes toward homosexuality, we find evidence of acculturation, whereby attitudes become more tolerant—and more typical of those prevalent in Western Europe—with longer residency in this region. This study builds on existing research into cross-national differences in attitudes toward homosexuality and extends the existing North American literature on acculturation to a European context. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",1,NA,"International Journal of Public Opinion Research",NA,"09542892","20140901","26","3","323",19,NA,"2014-38143-003","10.1093/ijpor/edu021","Oxford University Press","Acculturation; Homosexuality (Attitudes Toward); Human Migration; Male Homosexuality; Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2014-38143-003&site=ehost-live&scope=site",FALSE,"P-1109",NA,"Fitzgerald2014","1",1,"quantitative","acculturation","attitudes toward homosexuality (ESS)",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,"N/A","continuous (incl. scale)",NA,"N/A","acculturation","regression (incl. PROCESS)","Dependent","general","post",1,NA,NA,NA,NA,"Europe",NA,NA,NA,NA,NA,NA,"any",NA
"457","Search2021","journalArticle",2016,"Akresh, Ilana Redstone; Do, D. Phuong; Frank, Reanne","Segmented assimilation, neighborhood disadvantage, and Hispanic immigrant health.",1,NA,"We use a subset of Hispanics from the New Immigrant Survey, a nationally representative data set on immigrants recently granted legal permanent residency (n = 2245), to examine whether the relationship between assimilation and health is modified by neighborhood disadvantage and, in doing so, carry out an empirical test of the segmented assimilation hypothesis. Results indicate that assimilation in the least disadvantaged neighborhoods can be protective against poor health. Specifically, more assimilated men and women in the lowest disadvantage neighborhoods have a lower likelihood of self-reported poorer health and being overweight, respectively; no link was found in higher disadvantage neighborhoods. Assimilation was not found to be associated with self-reported health for women or BMI for men, regardless of neighborhood disadvantage level. Overall, we find some evidence supporting the hypothesis that the effects of assimilation on health depend on the context in which immigrants experience it. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Social Science & Medicine",NA,"02779536","20160101","149",NA,"114",8,NA,"2016-02719-012","10.1016/j.socscimed.2015.12.013","Elsevier Science","Acculturation; Disadvantaged; Health Care Psychology; Immigration; Latinos/Latinas; Neighborhoods; Overweight; Adulthood (18 yrs & older); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2016-02719-012&site=ehost-live&scope=site",FALSE,"P-1111",NA,"Akresh2016","1",1,"quantitative","Assimilation","language proficiency [own]; language use [own]",NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,"independent","categorical",NA,"N/A","health","regression (incl. PROCESS)","Predictor","general","post",0,NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,"LatinX",NA
"458","Search2021","journalArticle",2007,"Decker, Michele R.; Raj, Anita; Silverman, Jay G.","Sexual violence against adolescent girls: Influences of immigration and acculturation.",1,NA,"This study investigates associations between immigration and acculturation with sexual assault among a large, representative sample of high school girls. The analysis utilized data from the Massachusetts Youth Risk Behavior Surveys conducted in 1999, 2001, and 2003 (N = 5,919). Adjusted logistic regression analyses were conducted among the full sample and a sexually active subsample. Being an immigrant was associated with recurring sexual assault victimization; this effect was not consistent across age and racial/ethnic groups. Immigrant status conferred risk among adolescent girls aged 15 and younger, Black adolescent girls, and sexually active Hispanic girls. No differences were detected in sexual assault victimization based on acculturation. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Violence Against Women",NA,"10778012","20070501","13","5","498",16,NA,"2007-06655-005","10.1177/1077801207300654","Sage Publications","Acculturation; Immigration; Sexual Abuse; Adolescent Development; Rape; Victimization; Childhood (birth-12 yrs); School Age (6-12 yrs); Adolescence (13-17 yrs); Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2007-06655-005&site=ehost-live&scope=site",FALSE,"P-1115",NA,"Decker2007","1",1,"quantitative","acculturation","language use [own]",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,"N/A","continuous (incl. scale)",NA,"N/A","sexual violence","correlation","Correlation","youth women","post",1,NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,"any",NA
"459","Search2021","journalArticle",2015,"Reiss, Katharina; Breckenkamp, Jürgen; Borde, Theda; Brenne, Silke; David, Matthias; Razum, Oliver","Smoking during pregnancy among Turkish immigrants in Germany—Are there associations with acculturation?",1,NA,"Introduction: We analyzed the association between different acculturation measures and smoking among pregnant immigrant women from Turkey and compared smoking rates between Turkish and German women. Methods: Perinatal data from a project on the influence of migration and acculturation on pregnancy and birth in Berlin was analyzed. An acculturation index (FRAKK) and two proxy measures (German language proficiency, length of stay in Germany) were used. We performed logistic regression models and calculated age-standardized prevalence ratios (SPR). Results: Smoking prevalence was 19.8% among pregnant Turkish women (n = 702) and 17.8% among German women (n = 2,999). The chance of being a smoker was significantly higher among Turkish women with a length of stay of ≥20 years compared to 0–4 years (OR = 3.63, 95% CI = 1.64–8.05); with good/very good language skills compared to none/minor skills; with high levels of acculturation compared to low levels (the latter only among 18–29-year-old women). Compared to German women, Turkish women with a short length of stay, low acculturation scores and none/minor language skills had lower smoking rates. This finding inverts with long length of stay, high acculturation scores and good/very good language skills (≥20 years: SPR = 2.14, 95% CI = 1.56–2.94). Conclusions: Smoking among pregnant Turkish women increases with increasing acculturation. Additionally, immigrant women with a low acculturation level are less often smokers and women with a high level are more often smokers than German women. Prevention measures have to prevent women with a low acculturation from starting to smoke and to induce those with a high acculturation to quit. As smoking and acculturation are group phenomena, it is necessary to involve immigrant communities. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",1,NA,"Nicotine & Tobacco Research",NA,"14622203","20150601","17","6","643",10,NA,"2015-21455-003","10.1093/ntr/ntu237","Oxford University Press","Acculturation; Human Females; Immigration; Pregnancy; Tobacco Smoking; Adulthood (18 yrs & older); Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2015-21455-003&site=ehost-live&scope=site",FALSE,"P-1119",NA,"Reiss2015","1",1,"quantitative","acculturation","Frankfurt Acculturation Scale (FRAKK)",1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"N/A","smoking","regression (incl. PROCESS)","Predictor","women","post",0,NA,NA,NA,NA,"Germany",NA,NA,NA,NA,NA,NA,"Turkey",NA
"460","Search2021","bookSection",2014,"Jurcik, Tomas; Yakobov, Esther; Ahmed, Rana; Solopieieva-Jurcikova, lelyzaveta; Sunohara, Momoka; Ryder, Andrew G.","Social ecology and the recontextualization of acculturation: Exploring the psychological role of ethnic density.",1,NA,"The current chapter argues for the importance of recontextualizing psychological research designs with social ecology, especially in the fields of social and (cross-cultural) psychology. 'Western' cultural and historical influences have likely contributed to the modus operandi of these disciplines in recent decades, reflected by a shift in focus towards individual-level variables in the absence of situational factors, and internal rather than external validity in research designs. One example is acculturation research, an area that has been extensively critiqued in recent years for methodological shortcomings as well as a lack of attention to context. Community psychology perspectives have begun, remediating this problem, highlighting the relevance of person-environment interactions in understanding adjustment. In line with such thinking, we profile our acculturation research programme with immigrants in Montreal, Canada, which has included both perceived and actual ethnic density as contextual variables. Our results shed light on some of the contrasting findings in both ethnic density and acculturation research literatures by recognizing that the two variables are likely to be closely interwoven. This research has also begun the process of unpacking the mechanisms of ethnic density effects that might act as mental health protective factors in immigrants. Clinical implications are discussed, as well as the mutually dependent nature between psychological and contextual variables. We make the case for greater collaboration between disciplines such as psychology, psychiatric epidemiology, anthropology, neuroscience, and sociology in order to generate more meaningful research. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",1,NA,"Acculturation: Psychology, processes and global perspectives.","9781633213470; 9781633213487",NA,"20140101",NA,NA,"87",28,NA,"2015-27971-006",NA,"Nova Science Publishers","Acculturation; Cross Cultural Psychology; Ecology; Ethnic Identity; Social Psychology; Roles; Adulthood (18 yrs & older)",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2015-27971-006&site=ehost-live&scope=site",FALSE,"P-1126",NA,"Jurcik2014","1",1,"quantitative","acculturation","Vancouver Index of Acculturation (VIA; Ryder et al., 2000)",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"N/A","distress","regression (incl. PROCESS)","Predictor","general","post",0,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA,"any, former Soviet Union",NA
"461","Search2021","journalArticle",2012,"Amit, Karin","Social integration and identity of immigrants from western countries, the FSU and Ethiopia in Israel.",1,NA,"This study of immigrants’ integration in Israel centers on one major subjective parameter, namely the immigrant's identity. To explain it we explore a series of possible factors: demographic variables, economic status, and human and social capital characteristics. Three recent immigrant groups are examined: from Western countries, from the former Soviet Union (FSU), and from Ethiopia. These immigrants came to Israel during the last two decades from different societies, following different immigration circumstances and various motives. The findings, based on the 2007 Ruppin survey data, point to the significant impact of the identity as perceived by veteran Israelis on the immigrants’ self-identity for the three groups under study. Also, different variables affect each of the immigrant groups. FSU immigrants behaved according to most of our hypotheses, whereas Western and Ethiopian immigrants did not. Findings are discussed in light of the debate on measuring and defining immigrants' identity. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Ethnic and Racial Studies",NA,"01419870","20120701","35","7","1287",24,NA,"2012-15504-016","10.1080/01419870.2011.602091","Taylor & Francis","Immigration; Social Capital; Social Integration; Socioeconomic Status; Adulthood (18 yrs & older); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2012-15504-016&site=ehost-live&scope=site",FALSE,"P-1129",NA,"Amit2012","1",1,"quantitative","acculturation","national identification [own]",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,"N/A","categorical",NA,"N/A","social integration","regression (incl. PROCESS)","Dependent","general","post",0,NA,NA,NA,NA,"Israel",NA,NA,NA,NA,NA,NA,"any",NA
"462","Search2021","journalArticle",2012,"Maliepaard, Mieke; Phalet, Karen","Social integration and religious identity expression among Dutch Muslims: The role of minority and majority group contact.",1,NA,"[Correction Notice: An Erratum for this article was reported in Vol 75(3) of Social Psychology Quarterly (see record [rid]2014-26732-001[/rid]). In the original article, the figure on page 141, the two predictors 'majority group contact' and 'minority group contact' are incorrectly switched. The corrected figure is given in the erratum.] Against the background of contrasting religious versus secular norms in immigrant communities and in Dutch society, this study examines how religious identity expression is related to the social integration of Dutch Muslims within (a) Turkish or Moroccan minority groups and (b) Dutch majority groups. Using nationally representative survey data (N = 2,027), we distinguish religious identification from religious practice (worship and dietary practices) and assertion (support for the role of religion in politics and society) as different forms of religious expression. Structural equation models confirm that minority group contact supports and, conversely, majority group contact suppresses religious practice and assertion. In line with religion as social identity, this result is partly because Dutch Muslims with more minority contacts identify more strongly with their religion, whereas those with more majority contacts identify less strongly. As found in a social capital approach, social integration also directly influences religious expression, especially within the most cohesive Turkish minority group. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Social Psychology Quarterly",NA,"01902725","20120601","75","2","131",18,NA,"2012-14861-002","10.1177/0190272511436353","Sage Publications","Minority Groups; Religious Practices; Social Integration; Majority Groups; Muslims; Adolescence (13-17 yrs); Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Aged (65 yrs & older); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2012-14861-002&site=ehost-live&scope=site",FALSE,"P-1130",NA,"Maliepaard2012","1",1,"quantitative","social integration","minority and majority group contact (SIM)",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,"N/A","continuous (incl. scale)",NA,"N/A","religious practices","SEM","Predictor","general","post",0,NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,NA,NA,"Marocco, Turkey",NA
"463","Search2021","journalArticle",2017,"Abraído-Lanza, Ana F.; Shelton, Rachel C.; Martins, Mariana Cunha; Crookes, Danielle M.","Social norms, acculturation, and physical activity among Latina women.",1,NA,"Physical activity promotes health and is important for preventing chronic conditions, such as obesity and cardiovascular disease. Little is known about factors associated with different types of PA among Latina women, particularly Dominicans, who now constitute the fifth largest group of Latinos in the United States. The purpose of this study was to examine whether occupational physical activity, acculturation, familism, and norms held by family and friends are associated with three types of PA: vigorous and moderate leisure-time physical activity (LTPA), and resistance training. Interviews were conducted with 418 Dominican women. We assessed self-reported PA using standardized measures. Data were collected between July 2010 and July 2012 in New York City. Most women reported no vigorous LTPA or resistance training (74.5 and 73.1 %, respectively); about half (52.1 %) reported no moderate LTPA. After adjusting for sociodemographic factors, occupational physical activities were associated with greater LTPA. Acculturation was not associated with any outcome. Positive family norms about exercise were associated with increased LTPA and resistance training. Family norms may play a critical role in PA and should be included in programs to increase PA among Latina women. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",1,NA,"Journal of Immigrant and Minority Health",NA,"15571912","20170401","19","2","285",9,NA,"2017-10001-007","10.1007/s10903-016-0519-7","Springer","Acculturation; Physical Activity; Social Norms; Human Females; Latinos/Latinas; Adulthood (18 yrs & older); Middle Age (40-64 yrs); Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2017-10001-007&site=ehost-live&scope=site",FALSE,"P-1136",NA,"Abraido-Lanza2017","1",1,"quantitative","acculturation","Brief Acculturation Rating Scale for Mexican Americans–II (ARSMA II- SF)",NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"N/A","physical activity","regression (incl. PROCESS)","Predictor","women","post",0,NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,"LatinX",NA
"464","Search2021","journalArticle",2008,"Fuligni, Andrew J.; Kiang, Lisa; Witkow, Melissa R.; Baldelomar, Oscar","Stability and change in ethnic labeling among adolescents from Asian and Latin American immigrant families.",1,NA,"An important question for the acculturation of adolescents from immigrant families is whether they retain ethnic labels that refer to their national origin (e.g., Mexican, Chinese) or adopt labels that are dominant in American society (e.g., Latino, Asian American, American). Approximately 380 adolescents from Asian and Latin American immigrant families selected ethnic labels during each of the 4 years of high school (age span = 14.87-17.82 years). Results indicated no normative trend either toward or away from identifying most closely with pan-ethnic or American ethnic labels. Significant numbers of adolescents changed their ethnic labels from year to year, however and these changes were associated with fluctuations in adolescents' ethnic affirmation and exploration and proficiency in their heritage languages. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Child Development",NA,"00093920","20080701","79","4","944",13,NA,"2008-09673-010","10.1111/j.1467-8624.2008.01169.x","Wiley-Blackwell Publishing Ltd.","Acculturation; Adolescent Attitudes; Ethnic Identity; Immigration; Asians; Latinos/Latinas; Adolescence (13-17 yrs); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2008-09673-010&site=ehost-live&scope=site",FALSE,"P-1142",NA,"Fuligni2008","1",1,"quantitative","acculturation","ethnic label [own]",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,"N/A","categorical",NA,"N/A","ethnic label","longitudinal (dynamic)","Dependent","youth","post",0,NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,"LatinX, Asia",NA
"465","Search2021","journalArticle",2007,"Ngo, Hieu M.; Le, Thao N.","Stressful life events, culture, and violence.",1,NA,"This study explored the contributions of stressful life events and their interactions with social support and cultural factors in predicting serious violence among American adolescent immigrants of Chinese and Southeast Asian origins. Youth differed in their exposure to stressors and how they responded to them. Cambodian and Laotian youth reported the highest levels of stressors, except for emotional abuse. Only physical abuse was an independent predictor of serious violence for all groups, except Chinese. Perceived social support buffered the effects of some stressors, whereas increased levels of acculturation, intergenerational/intercultural conflict, and individualism placed youth at increased risk for serious violence. The results suggest that the moderating effects of culture and social support need to be considered when examining the association between life stressors and serious violence for Chinese and Southeast Asian youth. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Journal of Immigrant and Minority Health",NA,"15571912","20070401","9","2","75",10,NA,"2008-08363-001","10.1007/s10903-006-9018-6","Springer","Immigration; Social Support; Sociocultural Factors; Stress; Violence; Childhood (birth-12 yrs); School Age (6-12 yrs); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2008-08363-001&site=ehost-live&scope=site",FALSE,"P-1147",NA,"Ngo2007","1",1,"quantitative","acculturation","Ethnocultural Identity Behavior Index",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,"N/A","continuous (incl. scale)",NA,"N/A","violence","regression (incl. PROCESS)","Predictor","youth","post",0,NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,"Cambodia, China, Laos, Vietnam",NA
"466","Search2021","journalArticle",2017,"Lee, Eun Jung; Lee, Kyung-Ran; Lee, Seung-Joo","Study on the change and acculturation of dietary pattern of Southeast Asian workers living in South Korea.",1,NA,"This study analyzed the dietary pattern of Southeast Asian workers (Vietnamese, Thais, Cambodians and Myanmar) living in South Korea in order to recognize the dietary changes after they moved to South Korea. Questionnaires were completed by 251 Southeast Asian workers living in South Korea. Using a self-administered questionnaire, we assessed the diets before and after living in the hometown and in South Korea. Significant changes observed in the Southeast Asian workers were decreased in consumption frequency of fresh fruits, cooked vegetables, rice noodles, green tea and glutinous rice, and increase in consumption of Kimchi, seaweed, milk, coffee and pizza. These changes were attributed to rapid dietary acculturation. The frequencies of eating homemade food were significantly decreased after they came to Korea except for Thais. Thais showed the highest frequencies of eating homemade food daily among others. 28.2% of respondents said their health condition had deteriorated after living in South Korea due to difficulties to adapt Korean food, increased frequencies of eating instant food, and lacking exercises. By providing understanding of the dietary patterns of Southeast Asian workers, these results can be used for preliminary data to develop a program for their Korean food adaptation. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",1,NA,"Appetite",NA,"01956663","20171001","117",NA,"203",11,NA,"2017-34909-026","10.1016/j.appet.2017.06.022","Elsevier Science","Acculturation; Diets; Food; South Asian Cultural Groups; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2017-34909-026&site=ehost-live&scope=site",FALSE,"P-1150",NA,"Lee2017b","1",1,"quantitative","acculturation","dietary acculturation [own]",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,"N/A","continuous (incl. scale)",NA,"N/A","acculturation","longitudinal (dynamic)","Dependent","worker","pre & post",0,NA,NA,NA,NA,"Korea",NA,NA,NA,NA,NA,NA,"Southeast Asia",NA
