"","Source","PublicationType","year","Author","Title","TitleScreening","TitleNote","Abstract","AbstractScreening","AbstractNote","PublicationTitle","PublicationTitleProper","ISSN","eISSN","ISBN","PublicationDate","Volume","Issue","FirstPage","LastPage","PageCount","Pages","Cited Reference Count","Times Cited, WoS Core","Times Cited, All Databases","180 Day Usage Count","Since 2013 Usage Count","AccessionNumber","DOI","PubMed","Publisher","PublisherCity","PublisherAddress","Subjects","Keywords","Url","SearchDuplicateDOI","SearchDuplicateTitle","DuplicateAny","ID","IDDuplicate","Downloaded","DownloadReason","Extracted","ExtractedReason","TheoryName","Comment"
"440","PsychInfo","Chapter",1998,"Elder, John P.; Apodaca, J. Xavier; Parra-Medina, Deborah; Zuñiga de Nuncio, Maria Luisa","Strategies for health education: Theoretical models.",0,"not migration","Discusses the 6 health behavior change theories: the Health Belief model, the PRECEDE model, the theory of Reasoned Action, social cognitive theory, behavior analysis, and the Stages of Change model. These theories are deemed relevant to immigrant health due more to their popularity among health psychologists and public educators in the US and industrialized countries than to their necessary relevance to immigrant populations and their cultures. Three factors common to the 6 theories of behavior change are reviewed and examples of their application to Latinos and especially Mexican immigrants are given. The 3 factors are: intention, environmental facilitators and constraints, and skills. To support the argument that health behavior may be driven by broader societal factors than theoretical factors typically addressed in health behavior theory, the authors present the 3 most salient issues affecting immigrants: SES, the geographical proximity of the homeland, and the political atmosphere in which new immigrants may find themselves. Latino cultural beliefs surrounding illness, factors influencing Latino health beliefs and practices, and acculturation and health are also discussed. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",NA,NA,"Handbook of immigrant health.","Handbook Of Immigrant Health.",NA,NA,"306459590",19980101,NA,NA,567,NA,19,NA,NA,NA,NA,NA,NA,"1998-06602-023","10.1007/978-1-4899-1936-6_27",NA,"Plenum Press",NA,NA,"Behavior Change; Health Attitudes; Health Behavior; Immigration; Sociocultural Factors; Disorders; Politics; Socioeconomic Status; Theories; Latinos/Latinas",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=1998-06602-023&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"441","PsychInfo","Journal Article",2010,"Yakushko, Oksana","Stress and coping strategies in the lives of recent immigrants: A grounded theory model.",0,"not acculturation","A grounded theory was utilized to develop a model of stress and coping experienced by recent immigrants to the United States. Maximum variation sampling was used to gather data from 20 leaders within immigrant and refugee communities in a Midwest U.S. city. A theoretical model was developed by identifying causal conditions, contexts, intervening conditions, and consequences related to experiences of stress and coping. Specific propositions in regard to the process of stress, coping, and adaptation among recent immigrants were made. Implications for clinical services and research with this population are considered. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",NA,NA,"International Journal for the Advancement of Counselling","International Journal For The Advancement Of Counselling","1650653",NA,NA,20101201,32,"4",256,NA,18,NA,NA,NA,NA,NA,NA,"2010-23342-004","10.1007/s10447-010-9105-1",NA,"Springer",NA,NA,"Coping Behavior; Grounded Theory; Immigration; Stress; Acculturation; Communities; Strategies; Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2010-23342-004&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"442","PsychInfo","Journal Article",2012,"Calzada, Esther J.; Huang, Keng-Yen; Anicama, Catherine; Fernandez, Yenny; Brotman, Laurie Miller","Test of a cultural framework of parenting with Latino families of young children.",NA,NA,"This study examined the mental health and academic functioning of 442 4- and 5-year old children of Mexican (MA) and Dominican (DA) immigrant mothers using a cultural framework of Latino parenting. Data were collected on mothers' self-reported acculturative status, parenting practices and cultural socialization, and on children's behavioral functioning (mother- and teacher-report) and school readiness (child test). Results provide partial support for the validity of the framework in which mothers' acculturative status and socialization of respeto (a Latino cultural value of respect) and independence (a U.S. American cultural value) predict parenting practices. For both groups, English language competence was related to less socialization of respeto, and other domains of acculturative status (i.e., U.S. American/ethnic identity, and U.S. American/ethnic cultural competence) were related to more socialization of respeto and independence. Socialization of respeto was related to the use of authoritarian practices and socialization of independence was related to the use of authoritative practices. Socialization of respeto was also related to lower school readiness for DA children, whereas socialization of independence was related to higher school readiness for MA children. Independence was also related to higher teacher-rated externalizing problems for MA children. For both groups, authoritarian parenting was associated with more parent-reported internalizing and externalizing problems. The discussion focuses on ethnic subgroup differences and similarities to further understanding of Latino parenting from a cultural perspective. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",NA,NA,"Cultural Diversity and Ethnic Minority Psychology",NA,"10999809",NA,NA,20120701,18,"3",285,NA,12,NA,NA,NA,NA,NA,NA,"2012-15530-001","10.1037/a0028694",NA,"Educational Publishing Foundation",NA,NA,"Early Experience; Ethnic Values; Socialization; Parenting; Latinos/Latinas; Family; Childhood (birth-12 yrs); Preschool Age (2-5 yrs); Adulthood (18 yrs & older); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2012-15530-001&site=ehost-live&scope=site",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"443","PsychInfo","Journal Article",2018,"Saint Arnault, Denise; Woo, Seoyoon","Testing the influence of cultural determinants on help-seeking theory.",0,"not acculturation","Despite increased risks for mental health problems, East Asian immigrant women have the lowest overall service-utilization rates of any cultural group in the United States. Although the influence of cultural processes as the cause of low service use is widely speculated, no empirical study has tested cultural determinants (including culturally specific idioms of distress, culture-based illness interpretations, or concerns about social consequences), social contextual factors, perceived need (PN), and help-seeking (HS) behaviors. In the present study, we examined how cultural determinants, such as symptom experience, beliefs and interpretations, and perceptions about the social environment, affect PN and HS type for Japanese women living in the United States. Increasing physical symptom severity increased the predicted probability of endorsing PN. For those participants with PN, 48.6% of them used medical HS (χ2 = 11.27, p = .00), and 12.5% of them used the psychological HS (χ2 = 7.43, p = .01). Multivariate logistic regression revealed that, when PN is considered with the other cultural variables while controlling for structural variables, PN increases the odds of medical HS (OR = 2.78, 95% CI [1.0–5.8], p < .01). The odds of medical HS are also increased with higher social support (OR = 1.07, 95% CI [1.0–1.1], p < .01). Finally, the presence of interpersonal stigma beliefs decreased the odds of medical HS (OR = 2.4, 95% CI [1.1–5.3], p < .03). Clinical and research implications are discussed. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",NA,NA,"American Journal of Orthopsychiatry","American Journal Of Orthopsychiatry","29432",NA,NA,20180101,88,"6",650,NA,11,NA,NA,NA,NA,NA,NA,"2018-43268-001","10.1037/ort0000353",NA,"Educational Publishing Foundation",NA,NA,"Health Care Seeking Behavior; Human Females; Mental Disorders; Risk Factors; Social Influences; Distress; Health Care Utilization; Immigration; Japanese Americans; Sociocultural Factors; Test Construction; Theories; Adulthood (18 yrs & older); Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2018-43268-001&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"444","PsychInfo","Chapter",2019,"Chuang, Susan S.","The complexities of immigration and families: Theoretical perspectives and current issues.",1,NA,"This chapter begins with a brief overview of global immigration patterns, with a particular focus on Canada and the United States, to illustrate how neighboring countries may differ in their approach to immigration. It then discusses some of the key historical concepts and frameworks that have guided the research on immigrant families, followed by more recent acculturation theories. The chapter focuses particularly on immigrant families and their cultural contexts, with some discussion of worldviews on cultural orientation (i.e., individualism and collectivism). It explores parent-child discrepancies in acculturation processes and the extent to which they impact child development. In addition, it discusses the acculturation process as it relates to families' dynamics, intergenerational gaps and conflicts, and cultural and language brokering. The chapter also reviews the increasing attention to fathering in the immigration literature, and discusses how fathers may have unique contributions to child and youth development. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",1,NA,"APA handbook of contemporary family psychology: Applications and broad impact of family psychology., Vol. 2.","Apa Handbook Of Contemporary Family Psychology: Applications And Broad Impact Of Family Psychology., Vol. 2.",NA,NA,"9781433829673; 1433829681; 9781433829680",20190101,NA,NA,437,NA,19,NA,NA,NA,NA,NA,NA,"2018-59955-027","10.1037/0000100-027",NA,"American Psychological Association",NA,NA,"Acculturation; Culture (Anthropological); Family Relations; Family; Immigration; Cross Cultural Differences",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2018-59955-027&site=ehost-live&scope=site",FALSE,FALSE,FALSE,"T-120",NA,1,NA,1,NA,NA,"review used"
"445","PsychInfo","Dissertation",2015,"Walsh, Tasanee","The conceptualization of depression and acculturative stress among Latino immigrants: A comparison of scores from Non-Hispanic Whites and persons of Mexican origin on the Center for Epidemiologic Studies Depression Scale-Revised (CESD-R).",0,"not theory","This dissertation examines and compares the influence of acculturative stress on the experience of depressive symptoms among Non-Hispanic Whites and persons of Mexican origin. The objectives of this dissertation are threefold: First, to develop an expanded and integrated explanatory model of Latino acculturative stress that accounts for culture, stress and coping, cognitive appraisal, timing, and family and neighborhood factors; second, to evaluate the reliability and validity evidence of the English language version of the CESD-R; and third, to evaluate the reliability and validity evidence of the Spanish language version of the CESD-R. The first manuscript posits an explanatory model that expands upon and integrates work by Berry (2006) and most notably adds the dimension of family and neighborhood. Recent research findings on Latino immigrant depression point toward the importance of understanding and leveraging the protective nature of neighborhood and family (Breslau, 2011; Shell, Peek, & Eschbach, 2013). The second manuscript evaluates the validity and reliability evidence of the English language version of the CESD-R. The results of an EFA, CFAs, and a multiple-group CFA of the English version of the CESD-R suggest that a 15-item version of the CESD-R best fit the study data. The final two-factor solution of negative mood and functional impairment and suicide, fit the data well. The third manuscript evaluates the reliability and validity evidence of the Spanish language version of the CESD-R. The scores of the Spanish Language version of the CESD-R fit the same CESD-R factor structure of Manuscript II. The results support the use of the 15-item version of the CESD-R with a Spanish speaking sample. This suggests that despite cultural differences, there are common cross-cultural components of depression that relate to negative mood and functional impairment and suicide. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",NA,NA,"Dissertation Abstracts International: Section B: The Sciences and Engineering","Dissertation Abstracts International: Section B: The Sciences And Engineering","4194217",NA,"9781321143225",20150101,76,"1-B(E)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-99140-217",NA,NA,"ProQuest Information & Learning",NA,NA,"Acculturation; Foreign Language Translation; Psychometrics; Test Reliability; Test Validity; Major Depression; Rating Scales; Stress",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2015-99140-217&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"446","PsychInfo","Journal Article",2002,"Kandel, William; Massey, Douglas S.","The culture of Mexican migration: A theoretical and empirical analysis.",1,NA,"Many field investigators have observed the evolution of a 'culture of migration' in certain Mexican communities characterized by a high rate of out-migration to the US. Within such communities, international migration becomes so deeply rooted that the prospect of transnational movement becomes normative: young people 'expect' to live and work in the US at some point in their lives. Males, especially, come to see migration as a normal part of the life course, representing a marker of the transition to manhood, in addition to being a widely accepted vehicle for economic mobility. International migration is cultural in the sense that the aspiration to migrate is transmitted across generations and between people through social networks. In this article, the authors develop a formal theory of the culture of migration and test it using 7,061 students in grades 6-12 (ages 9-23). Results show that children from families involved in US migration are more likely to aspire to live and work in the US and that these aspirations, in turn, influence their behavior, lowering the odds that they will continue in school, and raising the odds of their eventual out-migration to the US. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,"not theory","Social Forces","Social Forces","377732",NA,NA,20020301,80,"3",981,NA,24,NA,NA,NA,NA,NA,NA,"2002-12703-004","10.1353/sof.2002.0009",NA,"University of North Carolina Press",NA,NA,"Acculturation; Adolescent Attitudes; Human Migration; Latinos/Latinas; Occupational Aspirations; Childhood (birth-12 yrs); School Age (6-12 yrs); Adolescence (13-17 yrs); Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2002-12703-004&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"447","PsychInfo","Dissertation",2007,"Byskosh, Maria Magdalena","The emergence of self in the bicultural space among Polish immigrant women: A critical integration of self psychology and Winnicott's theory (D. W. Winnicott).",1,NA,"Every year a great number of women immigrate from Poland to the United States. Adjustment to a new culture is a difficult process and can have an impact on a woman's self, self image, and identity. The creation of identity requires a culture with systems, language, and images. Therefore, how can a woman recreate her own identity and find new meaning of the self in a new culture? This is an important question not only for the individuals themselves but for those who work with them. Due to the lack of attention paid to this group, mental health professionals and others who provide services to them may be unaware of the particular issues these women face. These women face challenges to their identity and sense of self that can be best explained from a psychodynamic point of view. Therefore, using the heuristic research model, this theoretical research investigates the impact of immigration and living in the bicultural environment on the self structure of young Polish immigrant women. Concepts from two different theoretical orientations, self psychology and Winnicott's and his followers' theories, are used to examine the emergence of the self in this particular immigrant group. Specific emphasis is put on the process of reconstruction of the self in the bicultural environment. The dissertation begins with an explanation of pre-immigration and immigration stages and a discussion of the structure of the self among young Polish immigrant women. Next, an investigation of the process of assimilation to a new environment is conducted. After this, the concept of the bicultural space, seen as significant in understanding the bicultural woman's inner experience, is introduced. Then, in order to illustrate these concepts and provide a portrayal of a typical Polish immigrant, the hypothetical case of a young Polish woman named Anna is presented. Finally, the concept of the bicultural identity is presented, followed by a discussion of the research, including the analysis of five models of second culture acquisition and the incorporation of new findings. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",0,"not theory","Dissertation Abstracts International: Section B: The Sciences and Engineering","Dissertation Abstracts International: Section B: The Sciences And Engineering","4194217",NA,NA,20070101,68,"4-B",2684,NA,1,NA,NA,NA,NA,NA,NA,"2007-99200-326",NA,NA,"ProQuest Information & Learning",NA,NA,"Ethnic Identity; Immigration; Self-Concept; Self Psychology; Sociocultural Factors; Cultural Identity; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2007-99200-326&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"448","PsychInfo","Journal Article",2004,"Kim, Sun Seog","The Experiences of Young Korean Immigrants: A Grounded Theory of Negotiating Social, Cultural, and Generational Boundaries.",1,NA,"The experiences of young Korean immigrants in the U.S. were explored through in-depth interviews with 19 participants. The research method employed was Grounded Theory whereby data collection and analysis were conducted concurrently. Study findings indicated that the young immigrants engaged in the process of negotiating social, cultural, and generational boundaries in order to adapt in the new country. Several structural and personal factors were identified as salient conditions of the process. These findings will help health care professionals have a better understanding of how young immigrants adapt in their new environment and what structural and personal conditions play a main role in this adaptation. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Issues in Mental Health Nursing","Issues In Mental Health Nursing","1612840",NA,NA,20040701,25,"5",517,NA,21,NA,NA,NA,NA,NA,NA,"2004-95072-007","10.1080/01612840490443464",NA,"Taylor & Francis",NA,NA,"Boundaries (Psychological); Immigration; Korean Cultural Groups; Theories; Generational Differences; Adjustment; Grounded Theory; Sociocultural Factors; Adulthood (18 yrs & older); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2004-95072-007&site=ehost-live&scope=site",FALSE,FALSE,FALSE,"T-121",NA,1,NA,1,NA,"Negotiating Boundaries Theory",NA
"449","PsychInfo","Journal Article",2015,"Stark, Oded; Bielawski, Jakub; Jakubek, Marcin","The impact of the assimilation of migrants on the well-being of native inhabitants: A theory.",NA,NA,"We present a theory that systematically and causally links the well-being of native inhabitants with variation in the extent of the assimilation of migrants. Recent empirical findings are yielded as predictions of the theory. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",NA,NA,"Journal of Economic Behavior & Organization",NA,"1672681",NA,NA,20150301,111,NA,71,NA,8,NA,NA,NA,NA,NA,NA,"2015-10015-006","10.1016/j.jebo.2014.12.010",NA,"Elsevier Science",NA,NA,"Acculturation; Immigration; Well Being; Prediction; Theories",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2015-10015-006&site=ehost-live&scope=site",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"450","PsychInfo","Journal Article",1987,"Richman, Judith A.; Gaviria, Moises; Flaherty, Joseph A.; Birz, Susan; Wintrob, Ronald M.","The process of acculturation: Theoretical perspectives and an empirical investigation in Peru.",1,NA,"Examined overall acculturation and 5 subdimensions (language use, customs, sociability, perceived discrimination, and ethnic identity) in 209 Indian rural and urban migrants and 64 White nonmigrants in Lima, Peru. Data show that 2nd generation migrants were more highly acculturated across subareas and perceived less ethnic discrimination than 1st generation migrants. The 1st generation varied in acculturative level across subdimensions as a function of their age at the time of migration. Contrasts between migrant and dominant groups depicted a 2-way process of culture change, but a process characterized by an inequality in the content exchanged in each direction. Sociodemographic correlates of acculturation were also found. Results are discussed in terms of the potential psychological consequences of alternative acculturative adaptations within the Peruvian social-structural context. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,"not theory","Social Science & Medicine","Social Science & Medicine","2779536",NA,NA,19870101,25,"7",839,NA,9,NA,NA,NA,NA,NA,NA,"1988-32467-001","10.1016/0277-9536(87)90042-6",NA,"Elsevier Science",NA,NA,"Acculturation; Human Migration; Rural Environments; Urban Environments; Ethnic Identity; Language; Sociability; Social Discrimination; Social Perception; Adulthood (18 yrs & older)",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=1988-32467-001&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"451","PsychInfo","Journal Article",1985,"Nicassio, Perry M.","The psychosocial adjustment of the Southeast Asian refugee: An overview of empirical findings and theoretical models.",1,NA,"Reviews the clinical and research literature on the psychosocial adjustment of the Southeast Asian refugees in the US and proposes the adoption of theoretical models that may be helpful in explaining individual differences in adjustment processes. Available evidence indicates that depression and stress-related symptoms are commonly found in refugees, whereas age, English proficiency, and socioeconomic indicators have been correlated with adjustment variables. Acculturation, learned helplessness, and stress management models appear to be beneficial in conceptualizing refugee adjustment problems and in providing a rational foundation for future research efforts. (43 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Journal of Cross-Cultural Psychology","Journal Of Cross-Cultural Psychology","220221",NA,NA,19850601,16,"2",153,NA,21,NA,NA,NA,NA,NA,NA,"1986-14283-001","10.1177/0022002185016002002",NA,"Sage Publications",NA,NA,"Acculturation; Asians; Emotional Adjustment; Immigration; Social Adjustment; Individual Differences; Learned Helplessness; Southeast Asian Cultural Groups; Stress Management",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=1986-14283-001&site=ehost-live&scope=site",FALSE,FALSE,FALSE,"T-122",NA,1,NA,1,NA,NA,"review used"
"452","PsychInfo","Journal Article",2004,"Joppke, Christian","The retreat of multiculturalism in the liberal state: Theory and policy.",0,"not migration","This article discusses a recent retreat of multiculturalism in the liberal state. This retreat has occurred both at the level of theory and policy. With the help of some recent liberal critiques of multiculturalism, the first part maps out some shortcomings of the notion of minority integration through cultural recognition, particularly with respect to immigrants. The second part discusses a retreat from multiculturalism policies in three states that had been prominently committed to them: Australia, the Netherlands, and Britain. This practical retreat of multiculturalism is due to a variety of factors, their importance differing across cases: the chronic lack of public support for multiculturalism policies; inherent deficits and failures of multiculturalism policies, especially in socio-economic respect; and a new assertiveness of the liberal state to impose liberal principles. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",NA,NA,"British Journal of Sociology","British Journal Of Sociology","71315",NA,NA,20040601,55,"2",237,NA,21,NA,NA,NA,NA,NA,NA,"2004-16317-004","10.1111/j.1468-4446.2004.00017.x",NA,"Blackwell Publishing",NA,NA,"Cross Cultural Differences; Minority Groups; Multiculturalism; Public Opinion; Socioeconomic Status",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2004-16317-004&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"453","PsychInfo","Dissertation",2018,"Cudmore, Rebecca M.","The role of cultural variables in the victimization-delinquency overlap among Latino youth: A general strain theory perspective.",0,"not acculturation","Although criminological research has provided support for the relationship between victimization and delinquency more broadly, little is known about the relationship between victimization and delinquency (i.e. the victimization-delinquency overlap) among certain ethno-racial minorities, including Latino adolescents. Among Latinos, important cultural factors include familial support, immigration, and acculturation/enculturation. Previous research has emphasized the importance of taking into account stressors related to immigration and the acculturation process. These findings highlight the importance of examining these cultural factors to further our understanding of the victimization-delinquency overlap among Latino youth. Extending this body of literature to include factors salient to Latinos is particularly timely given the recent rapid growth of this population in the United States. One approach for conceptualizing the victimization-delinquency overlap is to examine the relationship within a general strain theory (GST) framework. However, there are several gaps in the GST literature that this study intends to address. First, a more nuanced, culturally-sensitive understanding of the victimization-delinquency overlap among Latino youth will be gained from the proposed study. Second, the concept of victimization will be expanded to include a measure of polyvictimization, which has not been examined in previous GST studies. Finally, this study proposes to evaluate the role of several key emotions as mediators in the GST process. The findings of this study are important for shaping policy and clinical practice, including school- and family-based interventions, and mental health treatment. The overarching goal of research on the victimization-delinquency overlap, and GST more specifically, is to better understand how victimized individuals go on to commit crime and thus develop prevention programs to dissuade criminal behavior. It is important to consider, however, that a one-size-fits-all approach to crime prevention may not be most effective. Thus, incorporating cultural factors into the study of GST among Latino youth can help elucidate which cultural factors protect these adolescents from engaging in criminal activity and provide recommendations for relevant crime prevention policy. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",NA,NA,"Dissertation Abstracts International Section A: Humanities and Social Sciences","Dissertation Abstracts International Section A: Humanities And Social Sciences","4194209",NA,"9781369663303",20180101,78,"8-A(E)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-23160-125",NA,NA,"ProQuest Information & Learning",NA,NA,"Juvenile Delinquency; Victimization; Latinos/Latinas; Sociocultural Factors; Adolescence (13-17 yrs)",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2017-23160-125&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"454","PsychInfo","Journal Article",2006,"Schwartz, Seth J.; Montgomery, Marilyn J.; Briones, Ervin","The Role of Identity in Acculturation among Immigrant People: Theoretical Propositions, Empirical Questions, and Applied Recommendations.",NA,NA,"The present paper advances theoretical propositions regarding the relationship between acculturation and identity. The most central thesis argued is that acculturation represents changes in cultural identity and that personal identity has the potential to 'anchor' immigrant people during their transition to a new society. The article emphasizes the experiences of nonwhite, non-Western immigrant people moving to Western nations. The article also calls for research on heretofore unexplored aspects of the relationship of acculturation to personal and social identity. Ideas are proposed for interventions to promote cultural identity change and personal identity coherence. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",NA,NA,"Human Development",NA,"0018716X",NA,NA,20060201,49,"1",1,NA,30,NA,NA,NA,NA,NA,NA,"2006-03287-001","10.1159/000090300",NA,"Karger",NA,NA,"Acculturation; Ethnic Identity; Immigration; Self-Concept; Social Identity; Cultural Identity",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2006-03287-001&site=ehost-live&scope=site",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"455","PsychInfo","Journal Article",2011,"Xie, Yu; Greenman, Emily","The social context of assimilation: Testing implications of segmented assimilation theory.",NA,NA,"Segmented assimilation theory has been a popular explanation for the diverse experiences of assimilation among new waves of immigrants and their children. While the theory has been interpreted in many different ways, we emphasize its implications for the important role of social context: both processes and consequences of assimilation should depend on the local social context in which immigrants are embedded. We derive empirically falsifiable hypotheses about the interaction effects between social context and assimilation on immigrant children’s well-being. We then test the hypotheses using data from the National Longitudinal Study of Adolescent Health. Our empirical analyses yield two main findings. First, for immigrant adolescents living in non-poverty neighborhoods, we find assimilation to be positively associated with educational achievement and psychological well-being but also positively associated with at-risk behavior. Second, there is little empirical evidence supporting our hypotheses derived from segmented assimilation theory. We interpret these results to mean that future research would be more fruitful focusing on differential processes of assimilation rather than differential consequences of assimilation. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",NA,NA,"Social Science Research",NA,"0049089X",NA,NA,20110501,40,"3",965,NA,20,NA,NA,NA,NA,NA,NA,"2011-07197-020","10.1016/j.ssresearch.2011.01.004",NA,"Elsevier Science",NA,NA,"Acculturation; Immigration; Social Processes; Well Being; Adolescence (13-17 yrs); Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2011-07197-020&site=ehost-live&scope=site",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"456","PsychInfo","Journal Article",2015,"Yuill, Kevin","The spectre of Japan: The influence of foreign relations on race relations theory, 1905–24.",NA,NA,"Race relations became the dominant paradigm by the time the official report on the 1919 Chicago riot, The Negro in Chicago, was published. It expressed a new appreciation of the danger to Whites of conflict based on colour. Before 1905 most observers assumed the inferiority of Blacks and saw race conflict as the fault of African Americans. But a new possibility arose when the fate of African Americans was linked to the rising power of Japan, occurring after the defeat of Russia by Japan in 1904–5. Race conflict, in this new model, was a form of conflict between nations. Race relations pioneer Robert E. Park, in his 1913 article, ‘Racial Assimilation in Secondary Groups’, noted that ‘under conditions . . . of individual liberty and individual competition, characteristic of modern civilization, depressed racial groups tend to assume the form of nationalities. A nationality, in this narrower sense, may be defined as the racial group which has attained self-consciousness, no matter whether it has at the same time gained political independence or not.’ Yuill's paper will explore the thesis that a liberal perspective based on developments in contemporary international relations slowly changed the way race was regarded in the United States. From 1905 onwards, a new liberal paradigm sought to manage race conflict. It was this—rather than labour-based racial antipathies or commitment to racial equality—that shaped US race relations in the twentieth century. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",NA,NA,"Patterns of Prejudice",NA,"0031322X",NA,NA,20150801,49,"4",317,NA,26,NA,NA,NA,NA,NA,NA,"2015-41388-001","10.1080/0031322X.2015.1073974",NA,"Taylor & Francis",NA,NA,"International Relations; Racial and Ethnic Relations; Blacks; Riots",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2015-41388-001&site=ehost-live&scope=site",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
