Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Story-based scales: development and validation of questionnaires to measure subjective health status and cultural adherence in British Bangladeshis with diabetes.","Greenhalgh T; Chowdhury M; Wood GW","Psychology, Health & Medicine",="13548506",,="Nov2006","11","4","432","17","106288054","10.1080/13548500500429379","Taylor & Francis Ltd","Journal Article",,,"Questionnaires that measure subjective health status are increasingly used in clinical trials. But scales based on the quantification of subjective traits ('rate your feelings on a scale of 1 to 5') and initially developed in western population samples may not be valid for use in minority ethnic groups, even if accurately translated. The measurement of cultural adaptation and assimilation in immigrant groups is important for health research but has well documented methodological challenges. The aim of this study was to develop valid and reliable questionnaires to measure subjective health status and cultural adherence in a minority ethnic group, using the story as the unit of inquiry. The design was a multi-phase study involving (a) narrative interview, (b) vignette construction, (c) questionnaire development, and (d) questionnaire validation in relation to two scales (well-being and cultural adherence) in British Bangladeshis with diabetes. Using data from in-depth narrative interviews (i.e., a non-directive research technique in which the participant is invited to 'tell me the story about your diabetes, starting with when you first noticed anything wrong', and the only prompts used are 'tell me more about that' or 'what happened next?'; Greenhalgh, Helman, & Chowdhury, 1998; Muller, 1999), we constructed culturally congruent vignettes to depict different subjective health states and behaviours. We refined these items in focus group interviews and validated the instruments on 98 Bangladeshi participants, randomly sampled from GP diabetes registers in inner London and interviewed by a Bangladeshi anthropologist. We used factor analysis to explore the underlying structure in the responses to questionnaire items, plus Cronbach alpha tests to measure internal consistency of scales. The questionnaires were acceptable and credible to Bangladeshi participants with diabetes. Ninety of 98 participants were able and willing to complete them with interviewer assistance. Following factor analysis, we produced two definitive instruments. The well-being scale was a single-factor model with four story-based items (measuring depression, anxiety, physical energy, and social activities), with a Cronbach's alpha of .92. The cultural adherence scale was a single-factor model with five items (measuring religious restrictions, ethnic practices, and social ties), with a Cronbach's alpha of .83. In conclusion, this study has produced two important outputs: (a) easy-to-administer, story-based questionnaires that measure well-being and cultural adherence, which are specific to British Bangladeshis with diabetes; (b) a general method for developing story-based instruments to quantify the subjective experience of illness and adherence to cultural norms, which potentially has applications beyond the study population.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=106288054&site=ehost-live&scope=site"
"Stress Is Associated with Unfavorable Patterns of Dietary Intake Among Female Chinese Immigrants.","Marilyn Tseng; Carolyn Fang","Annals of Behavioral Medicine",="08836612",,="Jun2011","41","3","324","9","60686957","10.1007/s12160-010-9259-4","Oxford University Press / USA","Article","PHILADELPHIA (Pa.); PENNSYLVANIA; IMMIGRANTS; PSYCHOLOGICAL stress; WEIGHT gain; EMIGRATION & immigration; CHRONIC disease risk factors; REGRESSION analysis","Acculturation; Asian; Dietary intake; Stress","Background: Chinese immigrants experience increased risk for weight gain and chronic disease after US migration. Whether psychosocial stress affects their eating behavior is unknown. Purpose: The purpose of this study is to examine psychosocial stress and dietary intake among 426 Chinese immigrant women in the Philadelphia region. Methods: Participants completed 4 days of dietary recalls and questionnaires assessing positive and negative life events in the past year and migration-related stressors. Results: In hierarchical linear regression models, positive life events were associated with higher energy intake ( β = 21.1, p = 0.04). Migration-related stress was associated with lower total gram ( β = −11.3, p < 0.0001) and overall grain ( β = −0.18, p = 0.03) intake and higher energy density ( β = 0.002, p = 0.04) and percent energy from fat ( β = 0.06, p = 0.05). Conclusions: Migration-related stress did not increase overall intake in terms of energy and total grams but selectively increased fat intake and energy density. Such dietary habits may have implications for future chronic disease risk in this immigrant population.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=60686957&site=ehost-live&scope=site"
"Stressors Related to Depression among Elderly Korean Immigrants.","Lee, Young-Me; Holm, Karyn","Issues in Mental Health Nursing",="01612840",,="Jan2012","33","1","52","7","70165444","10.3109/01612840.2011.618965","Taylor & Francis Ltd","Article","UNITED States; PSYCHOLOGICAL stress; MENTAL depression -- Psychological aspects; KOREANS -- United States; ACCULTURATION; CONCEPTUAL structures; CORRELATION (Statistics); IMMIGRANTS -- Psychology; LIFE change events; QUESTIONNAIRES; REGRESSION analysis; SCALE analysis (Psychology); SELF-evaluation; SURVEYS; TRANSLATIONS; SAMPLE size (Statistics); STATISTICAL power analysis; FAMILY relations; SOCIAL support; EFFECT sizes (Statistics); CROSS-sectional method; DATA analysis software; OLD age",,"While depression in the elderly is well documented, little is known about depression in specific groups of immigrant elderly. In this study, 160 elderly Korean immigrants completed measures of depression, stressful life events, acculturative stress, family relationships, social support, and demographic variables. Findings revealed that income, acculturative stress, and living place were significant predictors of depression. As income declined, depression increased; living with one's adult children was associated with less depression; depression increased in concert with acculturative stress. These findings suggest that maintaining family relationships may be a key factor in preventing and/or lessening depression in elderly Korean immigrants.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=70165444&site=ehost-live&scope=site"
"Substance Use and Cumulative Exposure to American Society: Findings From Both Sides of the US-Mexico Border Region.","Borges, Guilherme; Cherpitel, Cheryl J.; Orozco, Ricardo; Zemore, Sarah E.; Wallisch, Lynn; Medina-Mora, Maria-Elena; Breslau, Joshua","American Journal of Public Health",="00900036",,="Jan2016","106","1","119","9","111940508","10.2105/AJPH.2015.302871","American Public Health Association","Article","MEXICAN-American Border Region; UNITED States; MEXICO; DRUG abuse -- Social aspects; MEXICAN Americans; MEXICANS; METROPOLITAN areas -- United States; CITIES & towns; ALCOHOLISM risk factors; UNITED States -- Emigration & immigration; SUBSTANCE abuse; TWENTY-first century; SOCIAL history; SUBSTANCE abuse -- Psychological aspects; SUBSTANCE abuse -- Risk factors; ACCULTURATION; CONFIDENCE intervals; IMMIGRANTS -- Psychology; SOCIAL adjustment; CULTURAL values; CROSS-sectional method; DATA analysis software; DESCRIPTIVE statistics; ODDS ratio",,"Objectives. We investigated whether Mexican immigration to the United States exerts transnational effects on substance use in Mexico and the United States. Methods. We performed a cross-sectional survey of 2336 Mexican Americans and 2460 Mexicans in 3 Texas border metropolitan areas and their sister cities in Mexico (the US-Mexico Study on Alcohol and Related Conditions, 2011-2013). We collected prevalence and risk factors for alcohol and drug use; Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition, alcohol-use disorders; and 2 symptoms (hazardous use and quit or control) of drug use disorder across a continuum of migration experiences in the Mexican and Mexican American populations. Results. Compared with Mexicans with no migrant experience, the adjusted odds ratios for this continuum of migration experiences ranged from 1.10 to 8.85 for 12-month drug use, 1.09 to 5.07 for 12-month alcohol use disorder, and 1.13 to 9.95 for 12-month drug-use disorder. Odds ratios increased with longer exposure to US society. These findings are consistent with those of 3 previous studies. Conclusions. People of Mexican origin have increased prevalence of substance use and disorders with cumulative exposure to US society.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=111940508&site=ehost-live&scope=site"
"The Acculturation of Iranian Immigrants in the United States and the Implications for Mental Health.","Ghaffarian, Shireen","Journal of Social Psychology",="00224545",,="Oct1998","138","5","645","10","1223022","10.1080/00224549809600419","Taylor & Francis Ltd","Article","UNITED States; ACCULTURATION; ANTHROPOLOGY; IRANIANS; IMMIGRANTS -- United States; MENTAL health",,"The process of acculturation among Iranian immigrants living in the United States was explored; specifically, the relationships between acculturation and mental health, age, gender, level of education, and length of residence in the United States were examined. Acculturation was measured via R. H. Mendoza's (1989) Cultural Life Style Inventory, which includes 3 components: cultural resistance, cultural incorporation, and cultural shift. A significant but slight relationship was found between acculturation and mental health: As cultural resistance increased, scores signifying better mental health decreased; as cultural incorporation and cultural shift increased, scores signifying better mental health increased. Also. Iranian men were found to have higher levels of cultural shift, lower levels of cultural resistance, and higher scores signifying better mental health than Iranian women.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=1223022&site=ehost-live&scope=site"
"The Association Between Acculturation Variables and Life Satisfaction Among Israeli Immigrants from Four English-Speaking Countries.","Zlotnick, Cheryl; Dryjanska, Laura; Suckerman, Suzanne","Journal of Happiness Studies",="13894978",,="Apr2020","21","4","1427","18","142867558","10.1007/s10902-019-00137-3","Springer Nature","Article","ISRAEL; ENGLISH-speaking countries; ACCULTURATION; IMMIGRANTS; SATISFACTION; LIFE expectancy","Acculturation; Diaspora; Expectations; Immigrants; Life satisfaction","This study's primary purpose was to examine the hypothesis that there would be a positive association between acculturation and life satisfaction for English-speaking diaspora immigrants to Israel regardless of country of origin (after adjusting for demographic characteristics including gender, age, years in the host country, reason for immigration and family support). Informed by Bornstein's Specificity Principle in Acculturation Science, acculturation was defined by levels of: language acquisition, having realised/met expectations, and self-identification with host country. Using a cross-sectional study design, a convenience sample of English-speaking participants was recruited through a link on a well-known English-language internet site targeting immigrants to Israel. Due to the diversity of respondents, only questionnaires completed by immigrants from the following four countries were included (n = 641): Canada (n = 40), South Africa (n = 66), the United Kingdom (n = 132) and the United States (n = 403). Life satisfaction only was linked to the acculturation variable of having a higher level of realised expectations for life after immigration and reporting good health, but not associated with the other acculturation variables of language acquisition or self-identification with host country. While having realised expectations was related to life satisfaction, the number of years in the host country and language acquisition was not. Having realistic expectations (related to greater life satisfaction) may be increased by providing prospective immigrants information on the new country's culture while they are still in the host country and planning their immigration.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=142867558&site=ehost-live&scope=site"
"The association between immigrant generational status, child maltreatment history and intimate partner violence (IPV): evidence from a nationally representative survey.","Kimber, Melissa; Henriksen, Christine; Davidov, Danielle; Goldstein, Abby; Pitre, Nicole; Tonmyr, Lil; Afifi, Tracie","Social Psychiatry & Psychiatric Epidemiology",="09337954",,="Jul2015","50","7","1135","10","103187638","10.1007/s00127-014-1002-1","Springer Nature","Article","IMMIGRANTS; INTIMATE partner violence; CHILD abuse; ACCULTURATION; LOGISTIC regression analysis; LONGITUDINAL method; GENERATION gap; HISTORY","Acculturation; Child maltreatment history; Gender differences; Immigrant status; Intimate partner violence","Purpose: The extent to which immigrant-specific factors influence the intergenerational transmission of family violence is unknown. The objectives of this paper are to examine the associations between immigrant generational status (IGS), child maltreatment (CM), intimate partner violence (IPV) and acculturation (i.e., the extent to which an individual adopts the values, language and attitudes of a new culture). Methods: The sample was drawn from wave two of the National Epidemiologic Survey on Alcohol and Related Conditions (NESARC; n = 34,653), a nationally representative survey of United States (US) residents aged 20 years and older. Logistic regression was used to estimate the associations between IGS, CM history, IPV, and acculturation. Results: Compared to 3rd generation (or later) respondents, 1st generation immigrants were less likely to report a history of sexual (AOR = 0.74, CI = 0.62, 0.90) and emotional abuse (AOR = 0.69, CI = 0.55, 0.87), but were more likely to report physical neglect (AOR = 1.30, CI = 1.11, 1.52). After adjusting for covariates, IGS was not associated with IPV among respondents with or without a CM history. Among those without a CM history, highly acculturated 1st generation immigrants (AOR = 1.07, CI = 1.01, 1.13) were more likely to report perpetrating IPV, with highly acculturated 3rd generation respondents having lower odds of reporting IPV perpetration (AOR = 0.93, CI = 0.88-1.00). Conclusion: IGS and acculturation are important factors in CM and IPV. Longitudinal studies are needed to clarify the influence of IGS, recency of immigration, acculturation and acculturative stress on the experiences and relationship between CM and IPV.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=103187638&site=ehost-live&scope=site"
"The association between religion and acculturation in Utah Mexican immigrants.","Steffen, Patrick; Merrill, Ray","Mental Health, Religion & Culture",="13674676",,="Jul2011","14","6","561","13","62667676","10.1080/13674676.2010.495747","Taylor & Francis Ltd","Article","MEXICO; UTAH; ACCULTURATION; ANALYSIS of variance; CATHOLIC Church; CHI-squared test; CHRISTIANITY; COMPUTER software; CULTURE; HISPANIC Americans; IMMIGRANTS; MULTIVARIATE analysis; SCALE analysis (Psychology); STATISTICS; WHITE people; DATA analysis; SOCIAL support; SOCIOECONOMIC factors; WELL-being; CROSS-sectional method","acculturation; immigrant; religiosity","The purpose of this study was to assess the influence of religious affiliation on acculturation among Mexican immigrants to Utah. In addition to demographic information, measures of acculturation, spirituality, social support, and perceived social status were administered to 336 participants. Latter-day Saints compared with Catholics and those of other religious affiliation tended to score significantly higher on Anglo cultural orientation, spirituality, and social support. Latter-day Saint acculturation may have been partly due to greater interaction with the US culture prior to coming to this country. Latter-day Saints also rated their subjective social status higher. Overall, religious affiliation was the strongest predictor of Anglo cultural orientation except for age upon entering the United States. In conclusion, religious affiliation predicts level of acculturation. Membership in an organisation that is dominant in the local community (e.g., the Latter-day Saint Church) contributes to the acculturation process, higher levels of spiritual well-being, and social support.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=62667676&site=ehost-live&scope=site"
"The association between social resources and depression among female migrants affected by domestic violence.","Teng, Pan; Hall, Brian J.; Li, Ling","European Journal of Psychotraumatology",="20008066",,="Jan2014","5",,"1","1","110338568","10.3402/ejpt.v5.26528","Taylor & Francis Ltd","Article",,"China; depression; Intimate partner violence; migration; social resources","BACKGROUND: Interpersonal violence (IPV) is associated with higher risk of depression. Female Chinese rural-to-urban migrants may experience greater depression following exposure to IPV due to lack of social support and integration within their receiving communities. The current study estimated the prevalence of IPV among rural-to-urban migrants in Guangzhou, China, and evaluated the moderating effects of social resources on migrant's depression symptoms. METHOD: We recruited 1,368 women (1,003 migrants and 365 local-born) of childbearing age from population and family planning centers in two districts using a quota sampling method matched to the 2012 population census. Chinese versions of the Conflict Tactics Scale 2 Short Form, Center for Epidemiological Studies Depression Scale and the Social Support Rating Scale measured IPV, depression, and social support. Social integration was measured with a locally derived scale. RESULTS: Migrants reported a similar prevalence for IPV (41.20%) to local women (39.20%). Bivariate comparisons demonstrated that migrants reported greater depression (11.8±8.9 vs. 10.0±8.8, t=-3.27, p<0.001) and less social support (22.2±5.1 vs. 27.1±5.5, t=14.84, p<0.001). Regression analysis indicated that the effect of violence on depression symptoms for migrant women was moderated by social integration. Women who experienced violence and had greater integration in their community reported less depression than women who experienced violence but reported less social integration. CONCLUSION: A high prevalence of IPV was reported in our sample. Social integration is a key risk factor for migrant mental health. Social services aimed to reduce IPV and integrate migrants in their new communities are needed.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=110338568&site=ehost-live&scope=site"
"The Construction and Validation of a Measure of Ethno-Cultural Identity Conflict.","Ward, Colleen; Stuart, Jaimee; Kus, Larissa","Journal of Personality Assessment",="00223891",,="Sep/Oct2011","93","5","462","12","64854472","10.1080/00223891.2011.558872","Taylor & Francis Ltd","Article","SCALE analysis (Psychology); ETHNICITY; MINORITIES; SELF-perception; IDENTITY (Psychology); ACCULTURATION",,"The research describes the construction and validation of the Ethno-cultural Identity Conflict Scale (EICS) based on 3 independent samples totaling 975 immigrants, international students, and members of ethnic minority groups. The convergent validity of the 20-item scale was supported by its correlations with Self-Concept Clarity (r = -.65), Sense of Coherence (r = -.58), Identity Distress (r = .48), and the Cultural Conflict (r = .62) and Cultural Distance (r = .21) components of the Bicultural Identity Integration Scale. EICS was also linked to contemporary acculturation research with integrated migrants experiencing less conflict than those who were separated, assimilated, or marginalized.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=64854472&site=ehost-live&scope=site"
"The Contours and Sources of Ethnic Identity Choices Among Asian Americans*.","Lien, Pei‐te; Margaret Conway, M.; Wong, Janelle","Social Science Quarterly (Wiley-Blackwell)",="00384941",,="Jun2003","84","2","461","21","9841169","10.1111/1540-6237.8402015","Wiley-Blackwell","Article","UNITED States; ETHNICITY; ETHNIC groups; ASIAN Americans; SOCIALIZATION; SOCIAL integration",,"Objective. How do individuals of Asian descent in the United States identify themselves in ethnic terms and why? The purpose of this research is to map the contours of ethnic self-identities among Asian adults and explain their identity preferences in this immigrant community of color. Methods. We analyze a new and large-scale survey that collected public opinion from randomly selected individuals of the six largest Asian American descents who resided in five major metropolitan areas in 2000–2001. Results. We find that two-thirds of the respondents prefer to identify themselves in ethnic-specific modes. Although only one in six respondents preferred to identify themselves as “Asian American,” close to six in ten respondents indicated acceptance to this panethnic term as part of their identification. Using multinomial regression analysis, we show that indicators of primordial ties and prior socialization, in addition to cultural, social, and political integration, are instrumental in structuring ethnic identity preferences among Asian Americans. Conclusions. Our results confirm ethnic identity as a fluid, malleable, and layered phenomenon that depends on context. Our findings also highlight the need for reconsideration and expansion of the extant conceptual frameworks on studying ethnic identity formation for a nonwhite, multiethnic, multilingual, and globally connected population.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=9841169&site=ehost-live&scope=site"
"The Cultural Gradient: Culture Moderates the Relationship between Socioeconomic Status (SES) and Ambulatory Blood Pressure.","Steffen, Patrick","Journal of Behavioral Medicine",="01607715",,="Dec2006","29","6","501","10","23196193","10.1007/s10865-006-9079-y","Springer Nature","Article","AMBULATORY blood pressure monitoring; SOCIAL status; HISPANIC Americans; IMMIGRANTS; ACCULTURATION; CULTURE; CARDIOVASCULAR system","acculturation; Ambulatory blood pressure; SES; social gradient","A social gradient has been consistently demonstrated in Western countries with higher socioeconomic status (SES) related to lower blood pressure (BP). In non-Western countries, however, the social gradient is not always evident, with some countries appearing to show a reversed social gradient. It was hypothesized that culture moderates the social gradient, with the relationship between SES and BP differing as a function of culture. To investigate the idea of a “cultural gradient” a sample of Hispanic immigrants and Whites was studied. A total of 79 participants (30 Hispanic immigrant, 49 White) wore ambulatory blood pressure monitors for 24 h. The Hispanic immigrants also completed the Acculturation Rating Scale for Mexican Americans- II. Hispanic immigrants had lower SES and lower BP compared to Whites. A cultural gradient moderating the social gradient was evident with Hispanic immigrants displaying a positive relationship between SES and BP and Whites displaying a negative relationship. Among Hispanic immigrants, increased acculturation to Western culture decreased the positive relationship between SES and BP. Just as there is a social gradient with increasing socioeconomic status related to better cardiovascular health, there appears to be a cultural gradient with increasing acculturation to Western society related to worse cardiovascular health.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=23196193&site=ehost-live&scope=site"
"The effect of acculturation and social support on change in mental health among young immigrants.","Oppedal, Brit; Røysamb, Espen; Sam, David Lackland","International Journal of Behavioral Development",="01650254",,="Nov2004","28","6","481","14","15060009","10.1080/01650250444000126","Sage Publications Inc.","Article","ACCULTURATION; MENTAL health; SOCIAL support; SELF-esteem; IMMIGRANTS; ETHNICITY",,"The aim of the study was to examine the mediating and moderating roles of social support in the acculturation-mental health link, and to investigate how these processes combine with self-esteem to affect mental health change. Questionnaire data were collected twice from 137 immigrant students, first at the upstart in junior high school, and then again a year later (8th and 9th grade). Acculturation was described in positive terms as a developmental process towards gaining competence within more than one sociocultural setting. Perceived discrimination and ethnic identity crisis were included as risk factors in this process. A model of structural relations was tested, which after some modifications demonstrated a close fit to the data. The results supported our suggestions of two indirect paths of effects of acculturation on mental health change: one through culture domain-specific social support and another through self-esteem. Self-esteem was also identified as a mediator of identity crisis. Significant interaction effects between social support and culture competencies were demonstrated in addition to buffer effects of class and family support in relation to identity crisis and discrimination respectively. The study adds to our understanding of positive and negative developmental pathways in multicultural societies.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=15060009&site=ehost-live&scope=site"
"The Impact of Education, Cultural Background, and Lifestyle on Symptoms of the Menopausal Transition: The Women's Health at Midlife Study.","Lerner-Geva, Liat; Boyko, Valentina; Blumstein, Tzvia; Benyamini, Yael","Journal of Women's Health (15409996)",="15409996",,="May2010","19","5","975","11","50355627","10.1089/jwh.2009.1381","Mary Ann Liebert, Inc.","Article","MIDDLE age; OLD age; MEDICAL personnel; SOCIODEMOGRAPHIC factors; SOCIAL factors; IMMIGRANTS; MENOPAUSE; SEXUAL cycle; WOMEN'S health services",,"Aims: This study aimed to examine differences in symptom clusters among women in midlife from different cultural origins and to identify sociodemographic, lifestyle, and health characteristics that could account for the differences between the cultural groups in symptom reporting. Methods: Israeli women aged 45–64 were randomly selected according to age and population strata of three groups: long-term Jewish residents (LTR), Jewish immigrants from the former Soviet Union, and Arab women (mostly Israeli-born). Interviews were conducted with 540 LTR, 151 immigrants, and 123 Arab women. The survey instrument included the occurrence and rating of how bothersome to everyday function were 16 symptoms. Three outcome variables included hot flashes and two scales for mental and somatic symptoms extracted from exploratory factor analysis. Results: Multivariate logistic regressions showed that immigrants and Arab women (compared to LTR) had a significantly lower risk of reporting hot flashes and mental and somatic symptoms. Menopausal status was related only to hot flashes. Low education and depression were associated with the three symptom scales, whereas nonhealthy lifestyle was related only to somatic symptoms. Conclusions: Our main finding is that cultural group is an independent predictor of each of the three menopausal symptom scales. A possible explanation for the lower reporting of symptoms among Arab and immigrant groups is that they differ from the LTR in level of acculturation and attitudes toward menopause. These findings support the proposition of a cultural factor in menopausal symptomatology that needs to be addressed by clinicians caring for women at midlife.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=50355627&site=ehost-live&scope=site"
"The Impact of Functional Health Literacy and Acculturation on the Oral Health Status of Somali Refugees Living in Massachusetts.","Geltman, Paul L.; Adams, Jo Hunter; Cochran, Jennifer; Doros, Gheorghe; Rybin, Denis; Henshaw, Michelle; Barnes, Linda L.; Paasche-Orlow, Michael","American Journal of Public Health",="00900036",,="Aug2013","103","8","1516","8","88957012","10.2105/AJPH.2012.300885","American Public Health Association","Article","SOMALIA; MASSACHUSETTS; RISK factors of periodontal disease; ACCULTURATION; CONFIDENCE intervals; CORRELATION (Statistics); EPIDEMIOLOGY; HEALTH services accessibility; LITERACY; ORAL hygiene; PHYSICAL diagnosis; PREVENTIVE dentistry; QUESTIONNAIRES; REFUGEES; REGRESSION analysis; RESEARCH funding; TOOTH care & hygiene; TIME; JUDGMENT sampling; DATA analysis; HEALTH literacy; STATISTICAL models; DESCRIPTIVE statistics",,"Objectives. We assessed the impact of health literacy and acculturation on oral health status of Somali refugees in Massachusetts. Methods. Between December 2009 and June 2011, we surveyed 439 adult Somalis who had lived in the United States 10 years or less. Assessments included oral examinations with decayed, missing, and filled teeth (DMFT) counts and measurement of spoken English and health literacy. We tested associations with generalized linear regression models. Results. Participants had means of 1.4 decayed, 2.8 missing, and 1.3 filled teeth. Among participants who had been in the United States 0 to 4 years, lower health literacy scores correlated with lower DMFT (rate ratio [RR] = 0.78; P = .016). Among participants who had been in the country 5 to 10 years, lower literacy scores correlated with higher DMFT (RR = 1.37; P = .012). Literacy was not significantly associated with decayed teeth. Lower literacy scores correlated marginally with lower risk of periodontal disease (odds ratio = 0.22; P = .047). Conclusions. Worsening oral health of Somali refugees over time may be linked to less access to preventive care and less utilization of beneficial oral hygiene practices.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=88957012&site=ehost-live&scope=site"
"The influence of acculturation strategies in quality of life by immigrants in Northern Chile.","Urzúa, Alfonso; Ferrer, Rodrigo; Canales Gaete, Valentina; Núñez Aragón, Dominique; Ravanal Labraña, Ivanna; Tabilo Poblete, Bárbara; Urzúa, Alfonso; Núñez Aragón, Dominique; Ravanal Labraña, Ivanna; Tabilo Poblete, Bárbara","Quality of Life Research",="09629343",,="Mar2017","26","3","717","10","121263981","10.1007/s11136-016-1470-8","Springer Nature","journal article","CHILE; COLOMBIA; HEALTH of immigrants; HEALTH status indicators; ACCULTURATION; PSYCHOLOGICAL factors; WORLD Health Organization; ADAPTABILITY (Psychology); IMMIGRANTS -- Psychology; QUALITY of life; QUESTIONNAIRES; CROSS-sectional method","Acculturation; Immigration; Quality of life","<bold>Purpose: </bold>To establish the influence of acculturation strategies on quality of life, henceforth QoL.<bold>Methods: </bold>Using a cross-sectional design, two questionnaires were applied, the WHOQoL-BREF from the World Health Organization and Basabe's acculturation strategies. The questionnaires were applied to 853 Colombian and Peruvian immigrants living in Northern Chilean cities of Arica, Antofagasta and Santiago de Chile.<bold>Results: </bold>In the psychological and social domains, as well as in the overall assessment of QoL, the most beneficial strategies are those where customs are maintained from the homeland, where ""integration"" then ""separation"" are the most beneficial. On the contrary, when the strategy for maintaining homeland customs is low, the QoL tends to be lower. The strategy of ""marginalized"" is associated with a lower QoL.<bold>Conclusions: </bold>Acculturation strategies mildly or moderately affect the psychological and social domains of quality of life as well as the overall assessment of QoL.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=121263981&site=ehost-live&scope=site"
"The influence of age at migration and length of residence on self-rated health among Swedish immigrants: a cross-sectional study.","Leão, TeresaSaraiva; Sundquist, Jan; Johansson, Sven-Erik; Sundquist, Kristina","Ethnicity & Health",="13557858",,="Feb2009","14","1","93","13","36114477","10.1080/13557850802345973","Taylor & Francis Ltd","Article","HEALTH of immigrants; HEALTH of young adults; SWEDES; HEALTH disparities; SELF-evaluation; HEALTH status indicators; HEALTH","acculturation; migration; self-rated health; survey; Sweden","Objective. Increasing global migration has led to profound demographic changes in most industrialised countries. A growing body of research has investigated various health aspects among immigrant groups and found that some immigrant groups have poorer health than the majority population. It has been suggested that poor acculturation in the host country could lie behind the increased risk of worsened health among certain immigrant groups. The aim was to investigate the cross-sectional association between acculturation, measured as age at migration or length of residence, and self-rated health among young immigrants. Design. The simple, random samples of 7137 women and 7415 men aged 16-34 years were based on pooled, independent data collected during the period 1992-1999 obtained from the Swedish Annual Level of Living Survey (SALLS). Logistic regression was applied in the estimation of odds ratios (OR) for poor self-rated health, after accounting for age, sex, socioeconomic status (SES) and social networks. The non-response rate varied between 23.6 and 28.3% in the different immigrant groups. Results. The odds of poor self-rated health increased with increasing age at migration to Sweden among first-generation immigrants. For those who had resided in Sweden less than 15 years the odds of poor self-rated health were significantly increased. In addition, most of the immigrant groups had higher odds of poor self-rated health than the reference group. Conclusions. Health care workers and policy makers need to be aware that immigrants who arrive in the host country at higher ages and/or have lived in the host country for a shorter period of time might need special attention as they are more likely to suffer from poor self-rated health, a valid health status indicator that can be used in population health monitoring.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=36114477&site=ehost-live&scope=site"
"The influence of experiences of discrimination on psychological stress: a comparison of seven immigrant groups.","Liebkind, Karmela; Jasinskaja-Lahti, Inga","Journal of Community & Applied Social Psychology",="10529284",,="Jan/Feb2000","10","1","1","16","11822798","10.1002/(SICI)1099-1298(200001/02)10:1<1::AID-CASP521>3.0.CO;2-5","Wiley-Blackwell","Article","FINLAND; DISCRIMINATION; PSYCHOLOGICAL stress; IMMIGRANTS; GROUP identity; ACCULTURATION","acculturation; cultural fit.; Discrimination; psychological stress; victim research; visible immigrants","The aim of this study was to compare experiences of discrimination and their influence on trust in authorities and psychological distress among immigrants in Finland. A sample of 1146 immigrants, aged between 20 and 36 and representing seven immigrant groups (Russians, Ingrian/Finnish returnees, Estonians, Somalis, Arabs, Vietnamese and Turks), answered a mailed questionnaire based on traditional acculturation research as well as victim research. In accordance with our expectations, discrimination experiences in various realms of life were highly predictive of the psychological well-being of all immigrants, as well as of lack of trust in the Finnish authorities. However, contrary to our hypotheses regarding the effects of visibility and cultural proximity, group differences in psychological distress did not correspond to the group differences observed in perceived discrimination. These results are discussed in the light of the opposing predictions concerning self-damage effects of discrimination, made by social identity theory on the one hand and the theory on self-protecting functions of external attributions (Crocker and Major, 1989) on the other. It is concluded that the low level of stress observed in the most visible and most culturally distant group, despite high levels of perceived discrimination, is better explained by the latter than the former. Copyright © 2000 John Wiley & Sons, Ltd.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=11822798&site=ehost-live&scope=site"
